id,conversation_id,text
32,1999217468859187459,"Healthcare costs have climbed to unsustainable rates because of bad policies like Obamacare.

@SenTedCruz & I are providing a solution for short-term health plans by enhancing access to lower premiums & transparently making healthcare more affordable & flexible for Americans. https://t.co/yzd9YmxYxt"
33,2001336479751299121,"By removing unnecessary regulatory barriers, we are increasing competition for these life-saving medicines and reducing the time it takes for patients to gain access to safe, proven therapies at lower costs.
https://t.co/NCVwSZSs9q"
34,1974283797983269135,"Absolutely bananas that “we gotta build more houses” is used as the basis of an attack ad.

A generational policy divide is opening and only one side is growing as a voting block. Kiss social security (and maybe Medicare) goodbye if we don’t build more housing."
35,1988090692120506526,@LPDonovan At least healthcare costs are solved https://t.co/oFOXNtNwEW
36,1992074897007530126,"@Shahryar That (which is a partial subsidy of her ACA premium through DC Health Link) ends when she leaves bc she is under 62, and to qualify for FEHB she must be eligible to receive an immediate annuity. Not a retirement ‘benefit’ in her case."
37,1478072598709903365,"Barely a year ago, Twitter was censoring medical experts that said the same thing. Big Tech’s hypocrisy is catching up to them. https://t.co/2blZcEUjgB"
38,1556271757484490753,"Democrats aren’t even pretending their bill to unleash the IRS, impose the Green New Deal, and kill medical innovation is anything but a partisan power play."
39,1630221397078286338,"We also won’t forget Facebook banned any mentions of the Wuhan lab leak theory, citing “consultations with leading health organizations, including the World Health Organization.”"
40,1666869746480951296,Biden's FTC is shafting cancer patients https://t.co/5ZVw6yx50u
41,1693089272297910597,San Diego County will be under a tropical storm warning for the first time in history. Be careful out there! https://t.co/pzgyRFblzo
42,1770239373637742938,What we need is a lot more media coverage of the Gold Star families from Afghanistan and the accountability they deserve.
43,1806358578162188419,"Fauci lied and the public health system wasn’t straight with the public. The damage they caused was immense.
 
The COVID vaccine didn’t stop the spread. And Biden’s Covid mandates kicked thousands out of our military. https://t.co/BlHEmEe0X1"
44,1930984886224953753,I already knew Democrats want us to give illegals free health care. https://t.co/RppHpGO9K9
45,1941188744683667808,"Can’t believe President “If you like your doctor, you can keep your doctor” is accusing anybody of lying about health care. https://t.co/aOCHHtEWZn"
46,1774917055138996706,"This afternoon, I met with @llbloodservices CEO John Miller and Marketing Manager Melinda Reed in Madison County. Thank you for providing lifesaving services for patients and healthcare facilities throughout West Tennessee."
47,1778517462561984605,"It was great to meet with members of the Independent Insurance Agents & Brokers of America (Big I), including TN Representative @RonTravis31, Chris Allison from Madison County, Portis Tanner from Obion County, and Richard Whitley from Shelby County. Thank you for your work supporting families and small businesses in West Tennessee."
48,1793279837223657550,It was great to meet with Ben Sanders from @FBITN in Washington. I appreciate you stopping by my office with @TeamAPCIA to discuss priorities for the insurance industry! https://t.co/bSBkfjkc2I
49,1798431799544045735,"It was great to meet with Tennessee members of @NAMIC, including @FBITN Executive Director Ben Sanders, in Washington. Thank you for stopping in to advocate for our state’s insurance industry. https://t.co/vhke9HyhVA"
50,1823435562675544416,"Thank you to the local healthcare leaders who attended a roundtable discussion today in Shelby County. I appreciate @west_cancer CEO Mitch Graves for organizing this important meeting. 

I am committed to ensuring you all have the resources and support you need to continue caring for patients across our community."
51,1831841508598935784,"I enjoyed visiting NHC HealthCare Somerville in Fayette County to see first-hand how they are providing innovative, quality healthcare for senior citizens in West TN. Thank you to Administrator Janet Hunt for all you do & @FayetteCoMayor Skip Taylor for joining me! https://t.co/zVPzmHYdFR"
52,1834652418467918277,"I appreciate CEO of @encompasshlth's West Tennessee Healthcare Rehabilitation Hospital Jackson, Julie Taylor from Madison County, for meeting with me in Washington. 

Thank you for working with rehabilitation patients on their road to recovery. https://t.co/U1c0vhs5m8"
53,1852367837228093650,"Under Joe Biden and Kamala Harris, families are spending an additional $13,300 annually to buy basic goods and services.
 
📈 Eggs are UP 69.2%
📈 Motor vehicle insurance is UP 56.5%
📈 Gasoline (all types) is UP 38.4%
📈 Baby food and formula are UP 31.0%"
54,1859597703908339885,"On National Rural Health Day, we recognize the life-saving work of doctors, nurses, and healthcare providers in our rural communities. Thank you for all that you do to keep West Tennessee families healthy. https://t.co/Q4lhKCaLbC"
55,1882775363287478773,"California’s endless regulations have driven many insurance companies out of the state, leaving residents with limited options. If Californians had access to appropriate insurance policies, the state wouldn’t be so reliant on federal assistance.

When government overreach suffocates business, the taxpayers pay the price. Governor Gavin Newsom and the state legislature are to blame. My interview with @connellmcshane on @NewsNation ⬇️"
56,1887945545978663081,"NEW: I introduced the bipartisan Rural America Health Corps Act in the House with @NikkiBudzinski. This bill will help incentivize healthcare professionals to live and work in rural communities.
https://t.co/643tkLFIJE"
57,1888981220039532674,"It was great to meet with members of @TNPCA, including Hardeman County Community Health Center CEO Marlita White. Thank you for providing good quality healthcare services to patients across our great state. https://t.co/QepmuFbKIS"
58,1889722566886985934,"This morning, I met with members of @TNRuralHealth, including Membership Manager Destiny Shaw and CEO of West Tennessee Healthcare Bolivar-Camden, Ruby Kirby, both from Madison County. Thank you for all that you do to provide access to quality healthcare and emergency services for rural West Tennesseans."
59,1915529943754088565,"Today, on Holocaust Remembrance Day, I introduced the Holocaust Insurance Accountability Act with @RepDWStweets.

This bipartisan bill will ensure Holocaust-era insurance policy beneficiaries can seek justice in U.S. courts to recover their unpaid claims."
60,1941236348410872081,".@HouseGOP is working to ensure that Medicaid is strengthened for those who need it the most. 

📺: I joined @brikeilarcnn on @CNN to discuss @POTUS’ One Big Beautiful Bill ⬇️ https://t.co/Am2f0d2GQO"
61,1955666964904333344,"I met with Tina Prescott, President and CEO of West Tennessee Healthcare, and Jeff Blankenship, CFO, in Madison County to discuss their work serving our communities.

Thank you to the @WTHealthcare team for your commitment to supporting the health and well-being of West Tennesseans."
62,1957553382983417870,"I enjoyed meeting with CEO Paula Bell and the team at West TN Healthcare in Henry County. 

Thank you for your dedication to helping strengthen healthcare in West Tennessee.

@WTHealthcare https://t.co/HfIyDBJDJx"
63,1957575864981270809,"It was nice meeting CEO Ruby Kirby and the team at West TN Healthcare Camden in Benton County. 

Thank you for your commitment to providing quality care for West Tennesseans. 

@WTHealthcare https://t.co/F2z9mAwWBT"
64,1957970789891993705,"Farmers are the backbone of West Tennessee’s economy — and of our entire nation. 🌾🇺🇸

@HouseGOP & @POTUS understand that, which is why the One Big Beautiful Bill makes the largest investment in agriculture in decades.

✅ Expands crop insurance & strengthens risk management tools
✅ Boosts market access by reducing trade barriers
✅ Makes permanent the death tax exemption for family-owned farms
✅ Supports @SecRollins’ Farmers First agenda"
65,1958963501877125507,"I met with Skipper Bondurant, Administrator at Baptist Memorial Hospital, in Obion County.

Thank you for providing quality healthcare to people across West Tennessee. https://t.co/EO1uxQ7L5C"
66,1890141790570967301,"I visited VA headquarters this afternoon to sit down with President Trump’s Veterans secretary, Doug Collins. I’m excited to collaborate with Doug on restoring accountability at the VA, improving veterans’ healthcare, fixing the electronic health record system, and preserving our veterans’ Second Amendment rights. Doug’s a close friend who has visited Southern Illinois on multiple occasions – his stepping in a new role only bodes well for IL-12 veterans!"
67,1897301364415295490,"My staff will be hosting mobile office hours across Southern Illinois this March so you can speak with our casework experts face-to-face with comfort and convenience. Please visit with any questions you may have regarding veterans’ benefits, Social Security, Medicare, the IRS, and more."
68,1900210729908687242,"Happy to welcome Matt Rush of Fairfield, Garrett Hawkins of Waterloo, Don Guinnip of Marshall, Pervis Ellis of Harrisburg, and other members of the Illinois Corn Growers Association to my office to discuss the Farm Bill, ethanol, corn exports, and crop insurance programs. President Trump is working to level the playing field for American producers, and I’m working to ensure Southern Illinois’ farmers are heard in the process."
69,1906473710049185875,"There are six liberal states plus D.C. that provide Medicaid for illegal immigrants. You might not be shocked to learn that Illinois is one of them. I was proud to cosponsor the No Medicaid For Illegal Immigrants Act, which will make sure Medicaid only goes to American citizens. American taxpayers who have paid into the system and rightly qualify for benefits should be the only ones who receive them. It’s a joke that we’re funneling billions of our taxpayer dollars every year to support those who willfully broke our laws to be here."
70,1906813540364898599,"My staff will be hosting mobile office hours across Southern Illinois this April so you can speak with our casework experts face-to-face with comfort and convenience. Please visit with any questions you may have regarding veterans’ benefits, Social Security, Medicare, the IRS, and more."
71,1915826978873344354,"I toured Hamilton Memorial Hospital in McLeansboro and spoke with CEO Victoria Woodrow and CFO Justin Epperson about the vital role Critical Access Hospitals and Rural Health Clinics play in Southern Illinois. As healthcare continues to shift toward outpatient services, facilities like Hamilton are adapting to meet the needs of our communities. I’ll keep working to make sure rural families have access to quality care close to home."
72,1928467119164862844,"My staff will be hosting mobile office hours across Southern Illinois this June so you can speak with our casework experts face-to-face with comfort and convenience. Please visit with any questions you may have regarding veterans’ benefits, Social Security, Medicare, the IRS, and more."
73,1937558785163235450,"We’ll be rescheduling tomorrow’s Mobile Office Hours in Wabash County to a later date. Stay tuned for the new date and time in the near future. In the meantime, if you require any assistance with veterans' benefits, Social Security, Medicare, the IRS, or any other issue, please reach out to my Effingham office and we’d be happy to help: (217) 240-3170."
74,1939686901256015938,"My staff will be hosting mobile office hours across Southern Illinois this July so you can speak with our casework experts face-to-face with comfort and convenience. Please visit with any questions you may have regarding veterans’ benefits, Social Security, Medicare, the IRS, and more."
75,1950603190015070385,"My staff will be hosting mobile office hours across Southern Illinois this August so you can speak with our casework experts face-to-face with comfort and convenience. Please visit with any questions you may have regarding veterans’ benefits, Social Security, Medicare, the IRS, and more."
76,1975622695845863735,"Democrats claim they didn’t shut down the government to fund benefits for illegal immigrants. But here’s the truth: their plan would funnel nearly $200 billion into healthcare for illegal immigrants and non-citizens over the next decade, money that could fully cover the Children’s Health Insurance Program instead. Rather than joining Republicans to keep the government open, Schumer and the D.C. Democrats shut it down so they can push their radical agenda."
77,1986879631429894360,The D.C. Democrats are trying to scare the American people about their healthcare. The fact of the matter is President Trump and Congressional Republicans passed the Working Families Tax Cuts bill to help make healthcare MORE affordable and accessible. https://t.co/ezUvz1GH2E
78,1990433338092388600,"My staff will be hosting mobile office hours across Southern Illinois this November so you can speak with our casework experts face-to-face with comfort and convenience. Please visit with any questions you may have regarding veterans’ benefits, Social Security, Medicare, the IRS, and more."
79,1992368279801721139,"I met with J.R. Ryberg, John Chrystal, and Stephen Frerichs from the American Association of Crop Insurers to hear their priorities as Farm Bill discussions continue. We talked about the need to protect and strengthen crop insurance, support working families, and ensure key ag programs are reauthorized in the next bill. With conversations picking back up after the shutdown, I appreciated their insight as we work toward a Farm Bill that delivers for Southern Illinois farmers."
80,2001668558363734480,"Too many children are being pressured into gender transition procedures far too early, and parents are being shut out of the decision-making process. That’s why I voted this week for the Do No Harm in Medicaid Act, which stops federal Medicaid funds from paying for these procedures on minors, and the Protect Children’s Innocence Act, which makes it a felony for anyone who knowingly performs them."
81,1488172604452081668,"The young patriots & staff at @HMECardinals in Melissa went above & beyond as we prepare to celebrate veterans with handmade greetings during National Salute to Veteran Patients week. Much like their school's namesake, these students are making plans to change the world! https://t.co/G0U7JHa99g"
82,1493966695693799429,"As we observe National Salute to Veteran Patients week, I was honored to deliver nearly 4,000 valentines handcrafted by over 30 schools & organizations in Collin County! The @VANorthTexas & other veterans organizations were thankful for the community's outpouring of appreciation. https://t.co/FaCYODvpfH"
83,1478804746106556418,Pediatric hospitals are experiencing a surge as children return to school this week. We have a responsibility to keep our children safe and healthy; this cannot happen while ignoring CDC mask & vaccine recommendations.
84,1479452935289516035,There is still time to enroll in medical coverage for 2022! Please visit https://t.co/lshzhEvxPX to find a plan that works for you!
85,1488270617988112385,"Smaller police departments across Florida face particular challenges in recruitment, training, retention, and officer wellness. The more prepared our officers, the safer they and our communities are."
86,1488519457639182344,"Dr. Rebecca Lee Crumpler was the first Black woman in America to earn a degree as a medical doctor. Hospitals and pharmacies shunned her, but she persevered, bringing critical medical knowledge to poor communities. Here's her story. #BlackHistoryMonth https://t.co/I5C67lH7qM"
87,1488957585474695169,"Access to the internet is critical for our jobs, our schools, and our quality of life. Every Floridian, whether in an urban or rural area, should have access to affordable internet coverage."
88,1489999951014858754,"-Add hearing/vision/dental to Medicare
- Provide $0/monthly insurance for hundreds of thousands of Floridians
- Reduce health insurance premiums
-Permanently authorize the Children's Health Insurance Program (which Republicans previously allowed to lapse)"
89,1491845535724154881,"He became a prominent abolitionist, working with Frederick Douglass and others, writing for anti-slavery publications, and serving as Pastor for the First African Presbyterian Church in Philadelphia. He called for equal treatment on the rail cars and accommodations."
90,1493702811460247555,"This is a vital issue, which is why last March I led a bipartisan letter with Rep. Kat Cammack calling for fair and equitable treatment in Florida’s National Guard allotment. Glad to continue this effort today. We’ll keep on this until it’s done. https://t.co/JRZWZxjUMJ"
91,1499177695015485446,"Today on the 105th anniversary of citizenship for #PuertoRico, it is time for us to stand up yet again and declare that the Americans on the Island must have justice, must have fair treatment, and must have statehood. https://t.co/CJCtMZPR5x"
92,1501942351379374087,"Thanks to modern medicine, HIV is a manageable diagnosis. But thousands of Americans, particularly young Black women, are still affected. Please remember to get tested. We must work together to end this deadly disease. https://t.co/TEnyX92MVm"
93,1501950912327303168,"Our budget, passed last night, is about our HEALTH. I voted for:
- Reducing the cost of healthcare
- Funding for research to treat diseases like Alzheimer’s and HIV
- Mental health resources 
- Opioid treatment programs
- Cleaning up poisons like lead in our communities"
94,1508503684950511621,March is Lymphedema Awareness Month. I’m proud to have cosponsored the Lymphedema Treatment Act to expand Medicare coverage of treatments. No one should go without essential coverage. https://t.co/3ATUqMc4iv
95,1510298019912200197,"On this #AutismAwarenessDay let’s keep working towards a country with life, liberty, and the pursuit of happiness for all, including fair treatment in health care, education, and the workplace. https://t.co/V2g69trvVe"
96,1513169799639097345,Today is National Youth HIV/AIDS Awareness Day. HIV does not discriminate based on age. Remember the power of testing and treatment. Help is available.
97,1516514360692256771,It’s okay to feel “not okay.” Support is available. Let’s make a strong effort to destigmatize mental health treatment and be supportive of our friends and neighbors who need us. https://t.co/c3Z2sTUYOe
98,1517284316761497606,"The American citizens of Puerto Rico, like all other Americans, deserve the equal rights and responsibilities of citizenship.

Equal treatment under the law shouldn’t depend on where in America you live. https://t.co/CuEDobcanW"
99,1517551108255854594,"✅ Reducing the cost of healthcare 
✅ Mental health
✅ Drug treatment

The 2023 budget must prioritize our health."
100,1521978778544709632,We must also fund research and treatment into Long COVID and help the millions of Americans who continue to suffer with long-term disabilities from their infections.
101,1541554540956246018,"For #NationalHIVTestingDay, a reminder that it is crucial to monitor and maintain your health and wellness. Please get tested. Effective treatments are available."
102,1549037686090272769,"I’ve tested positive for COVID and am currently isolating with mild symptoms. Thank you for the many well-wishes, and stay safe."
103,1550828194718273536,"From prescription drugs to utility bills to health insurance premiums, Americans are paying too much for essentials. I will keep working to lower costs for Florida’s families."
104,1559891671701233664,"In the past year and a half, more than 5 million Americans have obtained health care coverage. We must keep working to ensure everyone has access to the quality care they deserve."
105,1561804043835637760,"By expanding the Affordable Care Act, we have
✅ Lowered premiums
✅ Expanded coverage
✅ Save Americans money"
106,1565708492475965448,Today in 1945: #VJDay. “They fought together as brothers-in-arms. They died together and now they sleep side by side. to them we have a solemn obligation.” – Admiral Nimitz
107,1932569610206814420,"Proud to join @SecRollins, @SecKennedy, Governor @SarahHuckabee, and @GovBraun today to highlight Indiana and other states who are ensuring SNAP properly focuses on nutrition and how this can support Hoosier farmers! https://t.co/HrfRU8nj5G"
108,1933537418205876272,"It was an honor to join @SecKennedy, @SecRollins, @GovBraun, and Governor @SarahHuckabee this week! I thank them for working to improve nutrition to allow Hoosiers and Americans to live longer, healthier lives!"
109,1825953232457445568,Biden’s restrictions on Association Health Plans are a setback for American workers. I'm proud to join @RepWalberg in defending affordable healthcare options. Small businesses deserve the same opportunities as large corporations to provide quality coverage! https://t.co/Z4Vnnf1zgi
110,1827011407637782943,Really enjoyed my visit with the folks at @commonspirit Holy Cross Hospital – Jordan Valley. They’ve got a great team there who filled me on the opportunities and challenges they face in the healthcare industry. https://t.co/9FrTDcGIZy
111,1844048996752638386,"“The Biden Admin must answer for its decision to send taxpayer dollars to schools promoting antisemitism.” – @virginiafoxx

No school should promote hate while benefiting from federal support. Time for answers and accountability.
https://t.co/2ndqbWNNwv"
112,1844440815499870669,"The Biden-Harris admin spent $5 billion to delay medicare premium hikes until after the election.

Harris' plan to cover illegals under Medicare will only add to rising costs.

They're covering up their failures with your tax dollars.

https://t.co/8Ua1ALxiCC https://t.co/2gg1ucLLGN"
113,1869833977273737661,"The Biden administration wants Medicaid dollars to fund gun control initiatives.

I joined @Rep_Clyde’s bill to defend the 2nd amendment and ensure that healthcare spending goes to patients—not the anti-gun agenda. https://t.co/3LWv8uSnG3"
114,1887558758403895703,"Technology moves faster than bureaucracy, and China is outpacing us.

We have an opportunity to transform industries like healthcare, agriculture, and law enforcement. The stakes couldn't be higher—which is why I'm looking forward to working together on innovative solutions. https://t.co/LEZD4t0nS6"
115,1895218183793189096,"Roseman University is leading the way in medical training with cutting-edge simulation technology and the Gensis model.

Investing in these advancements means better care for Utahns and a stronger healthcare future. https://t.co/OnnIo5frYU"
116,1905715768114680239,"Great to meet with Dr. Kurt Miceli from Do No Harm to discuss how DEI mandates are harming medical education. I’m proud to stand with those working to keep healthcare focused on merit, excellence, and patient care. https://t.co/1i1UgygQLR"
117,1919793531117269306,"On #NationalNursesDay, we celebrate the healthcare heroes in Utah’s Fourth District and across America who serve on the front lines, care with compassion, and sacrifice daily to keep us safe and healthy. Thank you for all you do — you represent the very best of this nation. https://t.co/1kHWT0MLNe"
118,1939745775371653227,"Great to visit with the leadership of CHG Healthcare in Midvale to discuss workforce needs and key legislation in the House. CHG plays a vital role connecting doctors to communities across Utah and supporting our state's strong, responsive workforce. https://t.co/OlxAK2URv4"
119,1953819990206886358,Grateful to have Tiffiny Tyler and her daughter Kairi stop by my district office to talk about the Ensuring Lasting Smiles Act. I’m proud to co-sponsor this bill to ensure individuals born with congenital anomalies or birth defects get the health insurance coverage they need. https://t.co/dRNGcBOuuk
120,1953861412431741062,"Honored to join my friend @RepMikeKennedy to speak with the National Association of Insurance and Financial Advisors. We had a great conversation about the wins in the One Big Beautiful Bill, education freedom, and why American energy dominance matters more than ever. https://t.co/g6ampnXUXv"
121,1970533608717791653,"I’m proud to co-sponsor @MikeKellyPA’s Improving Seniors’ Timely Access to Care Act of 2025 to modernize and streamline Medicare Advantage’s prior authorization process, so seniors in Utah’s Fourth District and across America can get the care they need without delays. https://t.co/xZZkqIjdH0"
122,1986917074325635232,"Appreciated the opportunity to sit down with the Salt Lake County Firefighters IAFF Local 1696 leadership to discuss key issues facing our brave firefighters, from safety and competitive pay to healthcare and more.

I’m proud to always stand with our firefighters and emergency service personnel who keep our communities safe."
123,1993003203819192323,"Proud to recognize Utah’s own @NightingaleCCC on the House floor for their incredible work to train the next generation of nurses.

Thank you for your leadership, innovation, and commitment to strengthening our state's hardworking healthcare workforce. https://t.co/wWcWpNmV8y"
124,1996257998793294123,"As a cancer survivor, I know early detection is everything. Proud to co-sponsor @RepArrington’s Nancy Gardner Sewell Medicare Multi-Cancer Early Detection Screening Coverage Act to allow Medicare to cover new multi-cancer early detection tests as soon as they’re FDA-approved. https://t.co/avU6bQiule"
125,1996664553288224847,"Right now, seniors wait years for Medicare to cover FDA-approved breakthrough medical devices. Proud to support @RepBlakeMoore's Ensuring Patient Access to Critical Breakthrough Products Act to speed up coverage so patients in Utah and across the country can access life-saving innovations."
126,1930252068570177922,"On the 36th anniversary of the Tiananmen Square Massacre, we remember the thousands of students and civilians who bravely took to the streets to peacefully protest and exercise their freedoms of expression in pursuit of democracy, human rights, and an end to corruption.

As the world witnessed, the CCP brutally cracked down on unarmed civilians in an attempt to suppress pro-democracy dissent.

Thirty-six years later, we must never forget their courage, and we must continue to speak out against the ongoing repression still inflicted against the Falun Gong, Uyghurs, Christians, pro-democracy activists, and many other persecuted groups in Communist China."
127,1790816140853141775,"This fraudulent billing scheme by a home health services agency defrauded Florida Medicaid out of more than $1.6 million at the expense of Medicaid-dependent recipients, one being a disabled child.

What’s worse is that the owner hired unqualified and unlicensed medical staff resulting in poor treatment and medical emergencies for Medicaid patients.

I’m grateful for our Medicaid Fraud Control Unit for putting a stop to this scheme.

https://t.co/o5GBfVsqfJ"
128,1791091559858934246,"ICYMI: @FL_Daily: Owner Of Home Health Services Agency And Parent Of Disabled Child Arrested For Medicaid Fraud

https://t.co/Lzp3UXlep3"
129,1791572608930001257,"This week, we kicked off #NationalPoliceWeek with a Clay County nonprofit helping first responders in times of need, announced the arrest of a home health services agency owner for Medicaid fraud, warned citizens recovering from tornadoes and severe thunderstorms in North Florida about possible disaster scams, and much more.

Check it out here: https://t.co/3VVXgd6Zle"
130,1797654809220374804,"June is #ElderAbuseAwarenessMonth.

Protecting seniors is a mission close to my heart, and I am proud of the work our Senior Protection Team and Medicaid Fraud Control Unit do to assist older Floridians and stop patient abuse, exploitation and neglect. https://t.co/cZxIUuYvPh"
131,1798459370985918510,"A chronic disease management health care provider sought payments from Medicare and Medicaid for higher, more expensive levels of medical services than those actually performed and for medically unnecessary services.

Thanks to the hard work of our Medicaid Fraud Control Unit, we have secured a nearly $600,000 payment to Florida Medicaid for these fraudulent claims.

https://t.co/lyCvrbfsUE"
132,1799183701474935260,"This week, our Medicaid Fraud Control Unit secured a $600,000 payment to Florida Medicaid, we shined a light on the dangers of opioid misuse and the power of naloxone to save lives during Florida’s inaugural Revive Awareness day and much more!

Learn more here:
https://t.co/nvXd3NsdM3"
